name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,affiliated_committee_name,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
KORTZ FOR US SENATE,{2010},MICHELLE VEZZANI,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00461855,{S0PA00400},2009-05-12,2010-02-23,2009-05-12
ANGIE PHILIPS FOR SENATE 2020,{2020},"PHILIPS, WILLIAM",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,NE,C00714055,{S0NE00072},2019-07-30,2019-07-30,2019-07-30
LEWIS FOR SENATE INC,"{2006,2008,2010}",MATTHEW MILLER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WV,C00412080,{S2WV00054},2005-06-02,2010-04-16,2005-06-02
MONTANANS FOR TESTER,"{2006,2008,2010,2012,2014,2016,2018,2020}","DEBRUYCKER, BRETT",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,MT,C00412304,{S6MT00162},2005-06-06,2019-07-15,2019-01-31
HILLARY RODHAM CLINTON FOR US SENATE COMMITTEE INC,"{2000,2002,2004,2006,2008}",SHELLY MOSKWA,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,DC,C00346544,{S0NY00188},1999-07-06,2007-02-21,2006-12-22
BLINKEN FOR SENATE CAMPAIGN 2002 LLC,"{2002,2004,2006}",DANIEL E WILLIAMS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ID,C00371161,{S2ID00061},2002-01-04,2006-07-31,2002-01-04
KEISER FOR US SENATE,{2006},WESLEY ESQUIVEL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OH,C00422477,{S6OH00197},2006-04-03,2006-06-06,2006-04-03
DAN BERMAN FOR SENATE COMMITTEE,"{1980,1982}",GRANT R CALDWELL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00117325,{S0UT00017},1979-12-17,1983-02-10,1979-12-17
JOHNSTON FOR SENATE,{1982},MAX LOPER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MS,C00153833,{S2MS00033},1982-04-14,1983-11-08,1982-04-14
JOHN STOKES FOR SENATE COMMITTEE,"{1978,1980}",JOWN W STOKES,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00098608,{S8GA00032},1978-06-29,1980-04-23,1978-06-29
HAL DAUB FOR SENATE COMMITTEE,"{1990,1992,1994,1996}",VERNON E DOLLECK,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00240739,{S8NE00042},1989-12-19,1996-05-15,1990-03-26
TIM JOHNSON FOR SOUTH DAKOTA INC,"{1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",EILEEN VAN SOEST,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,SD,C00201533,"{H6SD00044,S6SD00051}",1986-01-24,2019-07-11,2017-01-11
GEORGE CONDODEMETRAKY FOR US SENATE 1998,"{1998,2000}",SCOTT D MCGUFFIN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NH,C00338731,{S8NH00097},1998-07-21,1999-04-08,1998-07-21
HERSCHEL L COLLINS FOR US SENATE,"{2006,2008}",ESTELLE JESSUP,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CT,C00416800,{S6CT05058},2005-11-05,2007-06-01,2006-01-25
LLOYD-JONES FOR U S SENATE,"{1992,1994,1996}",JOHN CHRYSTAL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IA,C00260695,{S2IA00032},1992-02-18,1996-01-05,1994-06-08
LINDSTROM FOR SENATE,{2020},"CLAAR, CHARLES H. JR.",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,KS,C00710939,{S0KS00240},2019-07-03,2019-07-15,2019-07-03
VAN NOSTRAND SENATE COMMITTEE,"{1978,1980}","HOWARD V. WHITNEY,  III",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IA,C00088815,{S8IA00013},1978-03-08,1979-06-04,1978-04-07
KESHA ROGERS FOR US SENATE,{2014},MICHAEL T MADDI,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TX,C00552885,{S4TX00482},2013-11-30,2014-08-07,2014-01-13
JAKE GARN RE-ELECTION COMMITTEE,"{1986,1988,1990,1992,1994}",CHRIS MILLER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00195669,{S4UT00027},1985-05-20,1994-02-04,1993-02-01
BARTLEY FOR SENATE COMMITTEE,"{1984,1986,1988}",J JOHN FOX,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MA,C00176040,{S4MA00051},1984-02-02,1988-06-03,1984-06-12
HAYAKAWA FOR U.S. SENATOR,"{1976,1978,1980,1982,1984}","BENJAMIN ICHINOSE, TREASURER",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00044081,{S4CA00050},1976-10-13,1982-10-15,1981-07-24
SHUDLICK FOR SENATE,{2006},FRANK J SITKO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MN,C00413658,{S6MN00333},2005-07-28,2007-01-03,2005-07-28
DEB FISCHER FOR US SENATE,"{2012,2014,2016,2018,2020}","WATTS, JAMES",S,Senate,Q,P,Principal campaign committee,,,COMMON SENSE WOMEN,REP,REPUBLICAN PARTY,NE,C00498907,{S2NE00094},2011-07-12,2019-07-15,2019-01-27
"COMMITTEE TO ELECT DON L RICHARDSON, REPUBLICAN CANDIDATE, U S SENATE","{1980,1982,1984}",ROBERT STETTLER JR,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TX,C00139758,{S2TX00031},1981-01-21,1983-04-28,1981-01-21
LAROSSA/U S SENATE '96,"{1996,1998,2000}",FRANK FONTANA,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00305334,{S6NJ00156},1995-08-14,2000-06-29,1995-08-14
REEVES FOR SENATE,{2002},GRAY STYERS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00367235,{S2NC00067},2001-06-22,2001-09-14,2001-06-22
GREG SOWARDS FOR SENATE LLC,"{2008,2010,2012,2014,2016,2018,2020}",MELODIE JOHNSON,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NM,C00448423,"{H6NM02077,S2NM00070}",2008-04-08,2019-07-14,2012-04-15
RE-ELECT SENATOR PELL COMMITTEE,"{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000}",EMILIE A BENOIT,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,RI,C00075051,{S6RI00155},1976-01-19,1999-08-13,1992-07-21
NEW YORK AMHERST ALUMNI FOR JIM GUEST,{1982},SHEILA L HERMAN,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,VT,C00159236,{S2VT00011},1982-07-19,1982-09-02,1982-07-19
"COMMITTEE TO ELECT DARLENE FITZGERALD PRICE TO THE U S SENATE, THE","{2008,2010}",AUSTIN PRICE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,KY,C00457010,{S0KY00115},2008-10-31,2010-08-04,2010-04-07
"CAPUTO FOR SENATE C/O ROGER H KIMMEL, ESQ","{1980,1982,1984,1986}",AUSTIN T FRAGOMEN JR,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NY,C00140756,{S0NY00063},1981-03-10,1985-02-21,1981-03-17
GWEN DIAKOS COMMITTEE TO ELECT FOR US SENATE,"{2012,2014,2016,2018}",GWEN DIAKOS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00502930,{S2NJ00353},2011-09-28,2018-04-26,2012-04-18
HERSCHENSOHN FUNDRAISING COMMITTEE,"{1988,1990,1992,1994,1996,1998}",BARBARA CHILCOTE,S,Senate,A,J,Joint fundraising committee,,,,REP,REPUBLICAN PARTY,CA,C00216689,{S6CA00469},1987-08-03,1998-05-26,1987-08-03
MATT GUNDERSON FOR WISCONSIN,"{1994,1996,1998}",CONNIE J SCHWOCH,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00286005,{S4WI00066},1993-12-06,1997-10-24,1993-12-06
SINEMA FOR ARIZONA,"{2012,2014,2016,2018,2020}","APPLEBAUM, CYNTHIA LEIGH",S,Senate,Q,P,Principal campaign committee,,,SINEMA KENNEDY VICTORY FUND,DEM,DEMOCRATIC PARTY,AZ,C00508804,"{H2AZ09019,S8AZ00197}",2012-01-04,2019-08-27,2019-08-27
THORPE FOR US SENATE,"{2010,2012,2014,2016,2018}",DR MARION D THORPE JR MD,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00459883,{S0FL00353},2009-03-16,2017-10-16,2010-01-28
ELIZABETH EMKEN FOR US SENATE,"{2012,2014,2016}",VONA L COPP,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00505354,{S2CA00641},2011-11-01,2015-01-29,2012-10-31
HOWARD PHILLIPS FOR US SENATOR COMMITTEE,"{1978,1980,1982}",ROBERT KORBEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MA,C00095307,{S8MA00060},1978-05-15,1982-02-02,1979-03-30
PEOPLE TO ELECT BERT HAWKINS UNITED STATES SENATOR,"{1978,1980,1982}",ARDIS RETTIG,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00091934,{S8OR00074},1978-04-12,1981-11-04,1978-05-10
HINCKLEY FOR US SENATE,"{2012,2014}",PETER GALLIPEAU,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,RI,C00494120,{S2RI00071},2011-03-03,2014-03-19,2011-09-15
CITIZENS FOR MONETTI,"{2018,2020}","MONETTI, RAFFAELE ANTONIO",S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,MO,C00635599,{S8MO00137},2017-03-22,2019-01-30,2018-12-27
TOM WEISS DEMOCRAT FOR US SENATE,"{2006,2008,2010}",THOMAS F WEISS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NY,C00420216,{S6NY00284},2006-02-14,2007-10-23,2006-02-14
FRIENDS OF LLOYD COONEY,"{1984,1986,1988,1990,1992,1994,1996}",DREW D HALL,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00170340,{S0WA00068},1983-09-20,1996-05-15,1983-09-20
WYDEN '96 (FKA OREGON NOMINEE FUND),{1996},THOMAS FERREIRA,S,Senate,T,A,Authorized by a candidate,,,OREGON VICTORY FUND,DEM,DEMOCRATIC PARTY,DC,C00307454,{S6OR00110},1995-10-20,1996-04-01,1996-04-01
COLORADANS FOR LAMM INC,"{1992,1994}",GAIL SCHOETTLER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CO,C00267500,{S2CO00068},1992-05-08,1993-07-30,1992-05-08
PLOMIS FOR SENATE IN 96,"{1996,1998}",SHARON PLOMIS CAVALARRO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,DE,C00321398,{S6DE00099},1996-07-30,1997-05-15,1996-07-30
ZORNIO FOR SENATE,{2020},"JACHYM, AMANDA",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,CO,C00694844,{S0CO00450},2019-01-26,2019-07-15,2019-04-15
TOM HORNE FOR US SENATE CAMPAIGN,"{2012,2014}",THOMAS MAC HORNE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WA,C00517490,{S2WA00304},2012-03-23,2014-11-19,2014-11-04
TIM SCOTT FOR SENATE,"{2012,2014,2016,2018,2020}",STACY E WIGGINS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00540302,{S4SC00240},2012-12-19,2019-07-14,2016-12-06
ANDREW HORNE FOR US SENATE,"{2008,2010,2012,2014,2016}",LAWRENCE L JONES II,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,KY,C00444778,{S8KY00217},2008-01-31,2014-11-21,2008-01-31
PRESSLER-FRANKENFELD COMMITTEE,"{1990,1992}",DANIEL A NELSON,S,Senate,T,J,Joint fundraising committee,,,,REP,REPUBLICAN PARTY,SD,C00247536,"{H6SD00036,S8SD00024}",1990-08-14,1991-03-15,1990-08-14
BENJAMIN FOR U S SENATE,"{2004,2006}",CHRISTIAN WINTHROP,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NY,C00386375,{S4NY00123},2003-04-18,2005-11-15,2003-04-18
HOWELL SENATE CAMPAIGN COMMITTEE,"{2012,2014}",DEBRA C CALL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00517987,{S0UT00066},2012-03-30,2013-08-07,2012-09-11
LYON FOR SENATE,"{2012,2014,2016,2018}",JOHN J LYON,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AZ,C00507129,{S2AZ00240},2011-12-06,2018-04-26,2011-12-06
WILL MCBRIDE FOR US SENATE,"{2006,2008,2010,2012,2014,2016,2018,2020}",NANCY H WATKINS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00425546,{S6FL00236},2006-05-30,2019-07-05,2006-05-30
COMMON SENSE IN GOVERNMENT,"{2010,2012,2014,2016,2018}",ANDREA HOWARD,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00459438,{S0OH00166},2009-02-25,2018-04-26,2009-02-25
COMMITTEE TO ELECT JERRY BECK US SENATE 2012,"{2010,2012,2014,2016,2018}",JACK BECK ,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00479394,{S0MO00241},2010-03-22,2018-04-26,2011-12-28
COMMITTEE TO ELECT JOHN RAUH,"{1990,1992,1994}",JAMES MONAHAN,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,NH,C00237545,{S0NH00169},1989-07-17,1994-08-26,1989-07-17
MICHIGAN PEOPLE FOR JIM DUNN 88,"{1988,1990,1992,1994,1996,1998}",LINDA WRIGHT,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MI,C00221960,{S4MI00025},1988-01-25,1997-07-15,1988-01-25
SUPPORTER OF DAN RADAKOVICH,{2000},DANIEL L RADAKOVICH,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OH,C00353318,{S0OH00109},2000-02-02,2000-07-21,2000-03-20
BERNARD FOR THE UNITED STATES SENATOR,"{1982,1984,1986,1988,1990,1992,1994,1996}",,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00147124,{S2NJ00015},1981-11-23,1996-05-15,1982-01-25
FRIENDS OF TOM MCINTYRE,"{1978,1980}","KELLEY, ELLEN",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,DC,C00076422,{S8NH00014},1977-03-14,1979-08-07,1979-01-05
"ADAMS EIGHTY EIGHT COMMITTEE,SM","{1988,1990,1992,1994,1996}",TIM LUCAS ADAMS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00220749,{S8FL00067},1988-01-04,1988-01-04,1988-01-04
FRIENDS OF LIZ HOLTZMAN '92,"{1992,1994,1996,1998}",MARY CHEASTY KORNMAN,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,NY,C00260661,{S0NY00014},1991-09-10,1997-08-26,1991-09-10
COMMITTEE TO ELECT SCOTT WILLIAMS,"{2010,2012}",ROBIN W WILLIAMS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WV,C00487496,{S0WV00140},2010-08-03,2011-01-14,2010-08-03
MARCH FOR SENATE,"{2004,2006}",SANDRA MARIE TOSELLI,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00396077,{S4FL00330},2004-02-05,2005-10-25,2004-02-05
CRAWFORD FOR U S SENATE COMMITTEE,"{1980,1982}",REV. LESTER BELL,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00112771,{S0IL00055},1979-08-20,1980-02-04,1979-08-20
RICK SCOTT FOR FLORIDA,"{2018,2020}","PURPURA, SALVATORE A",S,Senate,Q,P,Principal campaign committee,,,FLORIDA VOTES COUNT,REP,REPUBLICAN PARTY,FL,C00676965,{S8FL00273},2018-04-19,2019-07-15,2019-03-25
SENATOR LLOYD DOGGETT CAMPAIGN,"{1984,1986,1988}",TULLOS WELLS,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,TX,C00176016,{S4TX00011},1984-02-02,1987-07-17,1984-02-02
COBURN FOR SENATE COMMITTEE,"{2004,2006,2008}",WADE STUBBS,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,OK,C00397661,{S4OK00174},2004-03-09,2007-09-04,2007-01-16
HUMPHREY FOR SENATE COMMITTEE,"{1978,1980}",DAWN M. NUDD,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,NH,C00090936,{S8NH00030},1978-03-23,1980-07-25,1979-03-26
MCCLURE-GARN RECEPTION COMMITTEE,{1984},CHARLES E JACKSON,S,Senate,T,J,Joint fundraising committee,,,,REP,REPUBLICAN PARTY,ID,C00189050,{S6ID00047},1984-08-17,1985-01-11,1984-08-17
HYDE FOR U.S. SENATE,{2020},"BACKER, DAN",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,CT,C00709444,{S2CT00256},2019-06-17,2019-07-12,2019-07-03
CARLY FOR CALIFORNIA INC,"{2010,2012,2014,2016}",FRANK SADLER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00469924,{S0CA00330},2009-11-05,2015-03-09,2015-01-12
FETTERMAN FOR SENATE,"{2016,2018,2020}",PHYLLIS GREATHOUSE-BROWN,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00586578,{S6PA00274},2015-09-08,2019-07-31,2015-10-06
JAN BACKUS FOR UNITED STATES SENATE,"{1994,1996,1998,2000}",DAVID WATTS,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,VT,C00295212,{S4VT00058},1994-06-15,1999-07-02,1994-06-15
DAN MICA FOR SENATE,"{1988,1990,1992,1994}",DAVID MCINTOSH,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00221853,{S8FL00042},1987-12-11,1993-04-30,1987-12-11
BILL PHILLIPS 2004,{2004},CHARLES F SCHERER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00396051,{S4FL00322},2004-02-06,2004-06-08,2004-02-06
BILL HEBERT FOR U S SENATE CTE,"{1984,1986,1988}",JOHN O HAYWARD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MA,C00175844,{S4MA00044},1984-01-30,1988-08-05,1984-01-30
ANGELICA EARL FOR MISSOURI,"{2018,2020}","ANDERSON, NIA",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,MO,C00659128,{S8MO00186},2017-10-25,2018-07-24,2017-10-25
ELECT CHE'' FOWLER,"{2018,2020}","FOWLER, JERLDEAN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,AZ,C00660654,{S8AZ00205},2017-11-14,2017-11-14,2017-11-14
BUSHMAN FOR US SENATE,"{2008,2010}",LORNA KUNEY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MT,C00439570,{S8MT00168},2007-10-02,2009-04-30,2007-10-12
DR BRUCE RUSTY LANG FOR US SENATE,"{2002,2004}",THOMAS R MAPLES,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TX,C00372268,{S2TX00148},2002-01-25,2003-07-31,2002-01-25
CLEVE BENEDICT FOR SENATOR COMMITTEE,"{1982,1984,1986,1988,1990,1992,1994,1996}",KEITH A DAVIS,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00147678,{S8WV00069},1980-05-26,1996-05-15,1995-01-24
JOHN DOWNEY FOR SENATE COMMITTEE,"{1982,1984}","JEROME LOVESKY, ESQ",S,Senate,T,P,Principal campaign committee,,,......................................,DEM,DEMOCRATIC PARTY,CT,C00142679,{S2CT00033},1981-07-06,1984-04-27,1981-07-06
ROB BARRETT FOR SENATE,{2020},"BARRETT, ROBERT PAUL MR. JR.",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,MN,C00701094,{S0MN00294},2019-04-03,2019-08-08,2019-04-03
FRIENDS OF BOB,"{2004,2006}",ROBERT PAUL BROWN JR,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00401430,{S4NV00171},2004-05-20,2005-11-10,2004-05-20
DIXON FOR SENATE COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994}",STUART D BENTLEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00109470,{S0IL00030},1979-04-26,1995-02-17,1993-12-10
BAESLER FOR SENATE COMMITTEE,"{1998,2000,2002,2004}",MICHAEL FOLEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,KY,C00328690,{S8KY00142},1997-07-21,2003-08-01,1998-10-22
CIRESI FOR SENATE,"{2000,2002}",JOHN F EISBERG,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MN,C00349779,{S8MN00420},1999-10-19,2001-09-14,2000-07-31
KEN CAMERON FOR SENATE,{1984},JAMES L PETERS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00179481,{S2NE00037},1984-03-15,1984-09-14,1984-03-15
MIKE BARNES FOR SENATE COMMITTEE,"{1986,1988,1990}",OTTO F UNSINN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MD,C00198549,{S6MD00082},1985-10-22,1989-03-27,1986-10-02
COMMITTEE TO ELECT MAGGIE MARTINEZ,{2008},ELIZABETH G ARMSTRONG,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00440719,{S8GA00156},2007-11-02,2008-04-15,2008-04-09
BROSCHART FOR SENATOR,"{1980,1982}",FRANK J BROSCHART II,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MD,C00122077,{S0MD00085},1980-03-05,1980-05-28,1980-03-05
DALE KELLEY COMMITTEE,{1988},BILLY MARTIN CARY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00217109,{S8TN00188},1987-08-13,1989-03-10,1989-01-24
OVIDE FOR SENATE 2010,"{2010,2012,2014,2016,2018,2020}",SUSAN V DUPREY,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NH,C00470005,{S0NH00268},2009-11-09,2019-07-12,2011-01-31
JIM MILLER FOR U S SENATE (1994),"{1994,1996,1998}",JEFFREY EISENACH,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,VA,C00283218,{S4VA00049},1993-08-19,1997-11-28,1995-02-16
TOM STUTZMAN FOR SENATE,"{2010,2012}",TOM STUTZMAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00481614,{S0OR00212},2010-04-15,2011-05-06,2011-04-22
HENRY HARDY FOR U S SENATE COMMITTEE,{1982},JANET BRAY,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MT,C00155291,{},1982-05-05,1982-05-05,1982-05-05
VONDERSAAR FOR U S SENATE,"{1990,2002}",FRANK VONDERSAAR,S,Senate,A,A,Authorized by a candidate,,,,DEM,,AK,C00239244,{S0AK00097},1989-10-30,1990-06-01,1989-10-30
SINGH FOR SENATE,"{2018,2020}",ELIZABETH CURTIS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00669077,{},2018-02-01,2018-02-01,2018-02-01
HALEY FOR U S SENATE,"{1986,1988}",ROBERT ALLEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MD,C00207084,{S6MD00173},1986-05-22,1987-07-31,1986-05-22
FRIENDS OF JACK KINGSTON,"{2014,2016,2018,2020}",STEPHEN S LEONARD,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00544676,{S4GA11210},2013-05-13,2019-07-08,2015-04-10
BRIAN QUINTANA FOR SENATE,"{2010,2012,2014,2016,2018}",BRIAN QUINTANA,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CA,C00479675,{S0CA00355},2010-03-22,2018-04-26,2010-03-22
JENNY WILSON FOR SENATE,"{2018,2020}","MOSKWA, SHELLY",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00638460,{S8UT00143},2017-04-24,2019-04-15,2017-10-10
NETHING FOR US SENATE COMMITTEE,"{1982,1984}",MIKE FLADELAND,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,ND,C00150599,{S2ND00024},1982-02-22,1984-08-10,1982-02-22
LAUTENBERG COMMITTEE (1994),"{1990,1992,1994,1996,1998,2000,2002}",ALAN K BLOOM,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,NJ,C00235994,{S2NJ00080},1989-03-06,2001-09-14,2000-05-22
RICHARD MAHONEY FOR THE U S SENATE,"{1994,1996}",EDWARD C THOMPSON,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00287813,{S4AZ00048},1994-01-24,1996-05-03,1994-01-24
PASS THE TORCH FOR UTAH,"{2004,2006}",MARK E TOWNER,S,Senate,A,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,UT,C00395020,{S4UT00142},2004-01-21,2006-02-01,2004-01-21
LABRIOLA FOR US SENATE COMMITTEE,"{1994,1996,1998,2000,2002,2004}",BRENDA ANTUNA,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CT,C00291278,{S4CT00054},1994-02-17,2003-07-31,1995-02-17
BRIAN SULLIVAN US SENATE CAMPAIGN COMMITTEE,{2000},JULIE ANN SULLIVAN,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,WA,C00348763,{S0WA00134},1999-09-14,2000-03-29,1999-09-14
BILLCONNORSC.COM,"{2014,2016}",DAVID SATTERFIELD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00551986,{S4SC00299},2013-11-14,2015-02-10,2013-11-14
 RICHARD BURR COMMITTEE; THE,"{2004,2006,2008,2010,2012,2014,2016,2018,2020}",TIMOTHY W GUPTON,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NC,C00385526,{S4NC00089},2003-03-03,2019-07-15,2017-02-07
